sample,from,to,sync_ms,clean_blk_s
178,1789900,1789999,93,1075.2
179,1799900,1799999,85,1176.4
180,1809900,1809999,100,1000.0
181,1819900,1819999,98,1020.4
182,1829900,1829999,80,1250.0
183,1839900,1839999,96,1041.6
184,1849900,1849999,89,1123.5
185,1859900,1859999,72,1388.8
186,1869900,1869999,86,1162.7
187,1879900,1879999,61,1639.3
188,1889900,1889999,118,847.4
189,1899900,1899999,89,1123.5
190,1909900,1909999,88,1136.3
191,1919900,1919999,85,1176.4
192,1929900,1929999,107,934.5
193,1939900,1939999,73,1369.8
194,1949900,1949999,84,1190.4
195,1959900,1959999,132,757.5
196,1969900,1969999,82,1219.5
197,1979900,1979999,101,990.0
198,1989900,1989999,72,1388.8
199,1999900,1999999,97,1030.9
200,2009900,2009999,121,826.4
201,2019900,2019999,85,1176.4
202,2029900,2029999,112,892.8
203,2039900,2039999,93,1075.2
204,2049900,2049999,106,943.3
205,2059900,2059999,107,934.5
206,2069900,2069999,89,1123.5
207,2079900,2079999,120,833.3
208,2089900,2089999,82,1219.5
209,2099900,2099999,99,1010.1
210,2109900,2109999,107,934.5
211,2119900,2119999,109,917.4
212,2129900,2129999,115,869.5
213,2139900,2139999,77,1298.7
214,2149900,2149999,68,1470.5
215,2159900,2159999,106,943.3
216,2169900,2169999,96,1041.6
217,2179900,2179999,70,1428.5
218,2189900,2189999,93,1075.2
219,2199900,2199999,115,869.5
220,2209900,2209999,91,1098.9
221,2219900,2219999,90,1111.1
222,2229900,2229999,93,1075.2
223,2239900,2239999,57,1754.3
224,2249900,2249999,63,1587.3
225,2259900,2259999,94,1063.8
226,2269900,2269999,86,1162.7
227,2279900,2279999,102,980.3
228,2289900,2289999,94,1063.8
229,2299900,2299999,92,1086.9
230,2309900,2309999,3157,31.6
231,2319900,2319999,1224,81.6
232,2329900,2329999,1968,50.8
233,2339900,2339999,4541,22.0
234,2349900,2349999,106,943.3
235,2359900,2359999,1748,57.2
236,2369900,2369999,74,1351.3
237,2379900,2379999,110,909.0
238,2389900,2389999,77,1298.7
239,2399900,2399999,6857,14.5
240,2409900,2409999,3787,26.4
241,2419900,2419999,107,934.5
242,2429900,2429999,1193,83.8
243,2439900,2439999,685,145.9
244,2449900,2449999,387,258.3
245,2459900,2459999,376,265.9
246,2469900,2469999,355,281.6
247,2479900,2479999,84,1190.4
248,2489900,2489999,90,1111.1
249,2499900,2499999,62,1612.9
250,2509900,2509999,99,1010.1
251,2519900,2519999,99,1010.1
252,2529900,2529999,96,1041.6
253,2539900,2539999,74,1351.3
254,2549900,2549999,101,990.0
255,2559900,2559999,85,1176.4
256,2569900,2569999,83,1204.8
257,2579900,2579999,92,1086.9
258,2589900,2589999,94,1063.8
259,2599900,2599999,64,1562.5
260,2609900,2609999,93,1075.2
261,2619900,2619999,76,1315.7
262,2629900,2629999,76,1315.7
263,2639900,2639999,108,925.9
264,2649900,2649999,97,1030.9
265,2659900,2659999,71,1408.4
266,2669900,2669999,74,1351.3
267,2679900,2679999,162,617.2
268,2689900,2689999,90,1111.1
269,2699900,2699999,663,150.8
270,2709900,2709999,670,149.2
271,2719900,2719999,145,689.6
272,2729900,2729999,71,1408.4
273,2739900,2739999,117,854.7
274,2749900,2749999,79,1265.8
275,2759900,2759999,120,833.3
276,2769900,2769999,81,1234.5
277,2779900,2779999,86,1162.7
278,2789900,2789999,91,1098.9
279,2799900,2799999,77,1298.7
280,2809900,2809999,84,1190.4
281,2819900,2819999,69,1449.2
282,2829900,2829999,74,1351.3
283,2839900,2839999,77,1298.7
284,2849900,2849999,110,909.0
285,2859900,2859999,71,1408.4
286,2869900,2869999,75,1333.3
287,2879900,2879999,90,1111.1
288,2889900,2889999,72,1388.8
289,2899900,2899999,99,1010.1
290,2909900,2909999,68,1470.5
291,2919900,2919999,78,1282.0
292,2929900,2929999,123,813.0
293,2939900,2939999,114,877.1
294,2949900,2949999,77,1298.7
295,2959900,2959999,106,943.3
296,2969900,2969999,100,1000.0
297,2979900,2979999,101,990.0
298,2989900,2989999,83,1204.8
299,2999900,2999999,102,980.3
300,3009900,3009999,106,943.3
301,3019900,3019999,101,990.0
302,3029900,3029999,97,1030.9
303,3039900,3039999,73,1369.8
304,3049900,3049999,99,1010.1
305,3059900,3059999,78,1282.0
306,3069900,3069999,100,1000.0
307,3079900,3079999,106,943.3
308,3089900,3089999,107,934.5
309,3099900,3099999,75,1333.3
310,3109900,3109999,119,840.3
311,3119900,3119999,86,1162.7
312,3129900,3129999,107,934.5
313,3139900,3139999,74,1351.3
314,3149900,3149999,89,1123.5
315,3159900,3159999,111,900.9
316,3169900,3169999,100,1000.0
317,3179900,3179999,72,1388.8
318,3189900,3189999,76,1315.7
319,3199900,3199999,75,1333.3
320,3209900,3209999,82,1219.5
321,3219900,3219999,89,1123.5
322,3229900,3229999,89,1123.5
323,3239900,3239999,89,1123.5
324,3249900,3249999,86,1162.7
325,3259900,3259999,76,1315.7
326,3269900,3269999,79,1265.8
327,3279900,3279999,77,1298.7
328,3289900,3289999,88,1136.3
329,3299900,3299999,107,934.5
330,3309900,3309999,89,1123.5
331,3319900,3319999,98,1020.4
332,3329900,3329999,71,1408.4
333,3339900,3339999,94,1063.8
334,3349900,3349999,97,1030.9
335,3359900,3359999,107,934.5
336,3369900,3369999,106,943.3
337,3379900,3379999,90,1111.1
338,3389900,3389999,118,847.4
339,3399900,3399999,91,1098.9
340,3409900,3409999,75,1333.3
341,3419900,3419999,93,1075.2
342,3429900,3429999,92,1086.9
343,3439900,3439999,96,1041.6
344,3449900,3449999,97,1030.9
345,3459900,3459999,95,1052.6
346,3469900,3469999,97,1030.9
347,3479900,3479999,101,990.0
348,3489900,3489999,75,1333.3
349,3499900,3499999,104,961.5
350,3509900,3509999,93,1075.2
351,3519900,3519999,108,925.9
352,3529900,3529999,79,1265.8
353,3539900,3539999,112,892.8
354,3549900,3549999,103,970.8
355,3559900,3559999,101,990.0
356,3569900,3569999,83,1204.8
357,3579900,3579999,91,1098.9
358,3589900,3589999,83,1204.8
359,3599900,3599999,85,1176.4
360,3609900,3609999,98,1020.4
361,3619900,3619999,96,1041.6
362,3629900,3629999,108,925.9
363,3639900,3639999,78,1282.0
364,3649900,3649999,117,854.7
365,3659900,3659999,124,806.4
366,3669900,3669999,112,892.8
367,3679900,3679999,118,847.4
368,3689900,3689999,98,1020.4
369,3699900,3699999,100,1000.0
370,3709900,3709999,92,1086.9
371,3719900,3719999,113,884.9
372,3729900,3729999,120,833.3
373,3739900,3739999,107,934.5
374,3749900,3749999,112,892.8
375,3759900,3759999,134,746.2
376,3769900,3769999,121,826.4
377,3779900,3779999,128,781.2
378,3789900,3789999,117,854.7
379,3799900,3799999,137,729.9
380,3809900,3809999,166,602.4
381,3819900,3819999,150,666.6
382,3829900,3829999,152,657.8
383,3839900,3839999,113,884.9
384,3849900,3849999,98,1020.4
385,3859900,3859999,133,751.8
386,3869900,3869999,152,657.8
387,3879900,3879999,142,704.2
388,3889900,3889999,120,833.3
389,3899900,3899999,164,609.7
390,3909900,3909999,158,632.9
391,3919900,3919999,111,900.9
392,3929900,3929999,127,787.4
393,3939900,3939999,133,751.8
394,3949900,3949999,130,769.2
395,3959900,3959999,147,680.2
396,3969900,3969999,148,675.6
397,3979900,3979999,156,641.0
398,3989900,3989999,156,641.0
399,3999900,3999999,112,892.8
400,4009900,4009999,138,724.6
401,4019900,4019999,172,581.3
402,4029900,4029999,166,602.4
403,4039900,4039999,163,613.4
404,4049900,4049999,147,680.2
405,4059900,4059999,155,645.1
406,4069900,4069999,201,497.5
407,4079900,4079999,120,833.3
408,4089900,4089999,139,719.4
409,4099900,4099999,162,617.2
410,4109900,4109999,138,724.6
411,4119900,4119999,154,649.3
412,4129900,4129999,189,529.1
413,4139900,4139999,204,490.1
414,4149900,4149999,192,520.8
415,4159900,4159999,268,373.1
416,4169900,4169999,288,347.2
417,4179900,4179999,229,436.6
418,4189900,4189999,287,348.4
419,4199900,4199999,202,495.0
420,4209900,4209999,254,393.7
421,4219900,4219999,308,324.6
422,4229900,4229999,241,414.9
423,4239900,4239999,277,361.0
424,4249900,4249999,332,301.2
425,4259900,4259999,183,546.4
426,4269900,4269999,284,352.1
427,4279900,4279999,282,354.6
428,4289900,4289999,282,354.6
429,4299900,4299999,203,492.6
430,4309900,4309999,306,326.7
431,4319900,4319999,274,364.9
432,4329900,4329999,285,350.8
433,4339900,4339999,263,380.2
434,4349900,4349999,260,384.6
435,4359900,4359999,292,342.4
436,4369900,4369999,253,395.2
437,4379900,4379999,217,460.8
438,4389900,4389999,271,369.0
439,4399900,4399999,336,297.6
440,4409900,4409999,194,515.4
441,4419900,4419999,218,458.7
442,4429900,4429999,187,534.7
443,4439900,4439999,232,431.0
444,4449900,4449999,190,526.3
445,4459900,4459999,207,483.0
446,4469900,4469999,232,431.0
447,4479900,4479999,199,502.5
448,4489900,4489999,201,497.5
449,4499900,4499999,256,390.6
450,4509900,4509999,212,471.6
451,4519900,4519999,247,404.8
452,4529900,4529999,216,462.9
453,4539900,4539999,191,523.5
454,4549900,4549999,226,442.4
455,4559900,4559999,206,485.4
456,4569900,4569999,220,454.5
457,4579900,4579999,207,483.0
458,4589900,4589999,239,418.4
459,4599900,4599999,236,423.7
460,4609900,4609999,209,478.4
461,4619900,4619999,258,387.5
462,4629900,4629999,304,328.9
463,4639900,4639999,301,332.2
464,4649900,4649999,295,338.9
465,4659900,4659999,313,319.4
466,4669900,4669999,348,287.3
467,4679900,4679999,298,335.5
468,4689900,4689999,231,432.9
469,4699900,4699999,288,347.2
470,4709900,4709999,319,313.4
471,4719900,4719999,325,307.6
472,4729900,4729999,365,273.9
473,4739900,4739999,366,273.2
474,4749900,4749999,384,260.4
475,4759900,4759999,466,214.5
476,4769900,4769999,408,245.0
477,4779900,4779999,373,268.0
478,4789900,4789999,330,303.0
479,4799900,4799999,316,316.4
480,4809900,4809999,355,281.6
481,4819900,4819999,458,218.3
482,4829900,4829999,367,272.4
483,4839900,4839999,444,225.2
484,4849900,4849999,458,218.3
485,4859900,4859999,429,233.1
486,4869900,4869999,451,221.7
487,4879900,4879999,449,222.7
488,4889900,4889999,406,246.3
489,4899900,4899999,451,221.7
490,4909900,4909999,453,220.7
491,4919900,4919999,465,215.0
492,4929900,4929999,447,223.7
493,4939900,4939999,391,255.7
494,4949900,4949999,321,311.5
495,4959900,4959999,373,268.0
496,4969900,4969999,338,295.8
497,4979900,4979999,365,273.9
498,4989900,4989999,350,285.7
499,4999900,4999999,385,259.7
500,5009900,5009999,426,234.7
501,5019900,5019999,316,316.4
502,5029900,5029999,318,314.4
503,5039900,5039999,427,234.1
504,5049900,5049999,306,326.7
505,5059900,5059999,397,251.8
506,5069900,5069999,361,277.0
507,5079900,5079999,314,318.4
508,5089900,5089999,357,280.1
509,5099900,5099999,337,296.7
510,5109900,5109999,357,280.1
511,5119900,5119999,399,250.6
512,5129900,5129999,342,292.3
513,5139900,5139999,315,317.4
514,5149900,5149999,299,334.4
515,5159900,5159999,408,245.0
516,5169900,5169999,418,239.2
517,5179900,5179999,427,234.1
518,5189900,5189999,315,317.4
519,5199900,5199999,369,271.0
520,5209900,5209999,334,299.4
521,5219900,5219999,339,294.9
522,5229900,5229999,334,299.4
523,5239900,5239999,316,316.4
524,5249900,5249999,304,328.9
525,5259900,5259999,362,276.2
526,5269900,5269999,321,311.5
527,5279900,5279999,251,398.4
528,5289900,5289999,445,224.7
529,5299900,5299999,328,304.8
530,5309900,5309999,335,298.5
531,5319900,5319999,314,318.4
532,5329900,5329999,309,323.6
533,5339900,5339999,282,354.6
534,5349900,5349999,328,304.8
535,5359900,5359999,320,312.5
536,5369900,5369999,257,389.1
537,5379900,5379999,376,265.9
538,5389900,5389999,366,273.2
539,5399900,5399999,312,320.5
540,5409900,5409999,349,286.5
541,5419900,5419999,413,242.1
542,5429900,5429999,319,313.4
543,5439900,5439999,370,270.2
544,5449900,5449999,351,284.9
545,5459900,5459999,345,289.8
546,5469900,5469999,372,268.8
547,5479900,5479999,420,238.0
548,5489900,5489999,398,251.2
549,5499900,5499999,370,270.2
550,5509900,5509999,383,261.0
551,5519900,5519999,347,288.1
552,5529900,5529999,385,259.7
553,5539900,5539999,338,295.8
554,5549900,5549999,461,216.9
555,5559900,5559999,369,271.0
556,5569900,5569999,424,235.8
557,5579900,5579999,349,286.5
558,5589900,5589999,458,218.3
559,5599900,5599999,391,255.7
560,5609900,5609999,396,252.5
561,5619900,5619999,354,282.4
562,5629900,5629999,391,255.7
563,5639900,5639999,421,237.5
564,5649900,5649999,419,238.6
565,5659900,5659999,385,259.7
566,5669900,5669999,395,253.1
567,5679900,5679999,405,246.9
568,5689900,5689999,445,224.7
569,5699900,5699999,394,253.8
570,5709900,5709999,410,243.9
571,5719900,5719999,469,213.2
572,5729900,5729999,416,240.3
573,5739900,5739999,401,249.3
574,5749900,5749999,330,303.0
575,5759900,5759999,358,279.3
576,5769900,5769999,425,235.2
577,5779900,5779999,375,266.6
578,5789900,5789999,313,319.4
579,5799900,5799999,548,182.4
580,5809900,5809999,415,240.9
581,5819900,5819999,385,259.7
582,5829900,5829999,369,271.0
583,5839900,5839999,360,277.7
584,5849900,5849999,369,271.0
585,5859900,5859999,386,259.0
586,5869900,5869999,390,256.4
587,5879900,5879999,305,327.8
588,5889900,5889999,262,381.6
589,5899900,5899999,274,364.9
590,5909900,5909999,279,358.4
591,5919900,5919999,251,398.4
592,5929900,5929999,318,314.4
593,5939900,5939999,327,305.8
594,5949900,5949999,320,312.5
595,5959900,5959999,242,413.2
596,5969900,5969999,375,266.6
597,5979900,5979999,415,240.9
598,5989900,5989999,421,237.5
599,5999900,5999999,420,238.0
600,6009900,6009999,405,246.9
601,6019900,6019999,380,263.1
602,6029900,6029999,307,325.7
603,6039900,6039999,465,215.0
604,6049900,6049999,439,227.7
605,6059900,6059999,359,278.5
606,6069900,6069999,357,280.1
607,6079900,6079999,382,261.7
608,6089900,6089999,347,288.1
609,6099900,6099999,431,232.0
610,6109900,6109999,435,229.8
611,6119900,6119999,437,228.8
612,6129900,6129999,383,261.0
613,6139900,6139999,412,242.7
614,6149900,6149999,389,257.0
615,6159900,6159999,355,281.6
616,6169900,6169999,345,289.8
617,6179900,6179999,393,254.4
618,6189900,6189999,369,271.0
619,6199900,6199999,432,231.4
620,6209900,6209999,429,233.1
621,6219900,6219999,339,294.9
622,6229900,6229999,400,250.0
623,6239900,6239999,385,259.7
624,6249900,6249999,316,316.4
625,6259900,6259999,319,313.4
626,6269900,6269999,346,289.0
627,6279900,6279999,408,245.0
628,6289900,6289999,306,326.7
629,6299900,6299999,351,284.9
630,6309900,6309999,397,251.8
631,6319900,6319999,348,287.3
632,6329900,6329999,374,267.3
633,6339900,6339999,370,270.2
634,6349900,6349999,390,256.4
635,6359900,6359999,301,332.2
636,6369900,6369999,353,283.2
637,6379900,6379999,295,338.9
638,6389900,6389999,375,266.6
639,6399900,6399999,276,362.3
640,6409900,6409999,334,299.4
641,6419900,6419999,367,272.4
642,6429900,6429999,362,276.2
643,6439900,6439999,324,308.6
644,6449900,6449999,328,304.8
645,6459900,6459999,332,301.2
646,6469900,6469999,299,334.4
647,6479900,6479999,327,305.8
648,6489900,6489999,308,324.6
649,6499900,6499999,408,245.0
650,6509900,6509999,312,320.5
651,6519900,6519999,367,272.4
652,6529900,6529999,351,284.9
653,6539900,6539999,397,251.8
654,6549900,6549999,374,267.3
655,6559900,6559999,332,301.2
656,6569900,6569999,340,294.1
657,6579900,6579999,366,273.2
658,6589900,6589999,321,311.5
659,6599900,6599999,366,273.2
660,6609900,6609999,388,257.7
661,6619900,6619999,321,311.5
662,6629900,6629999,347,288.1
663,6639900,6639999,332,301.2
664,6649900,6649999,358,279.3
665,6659900,6659999,364,274.7
666,6669900,6669999,344,290.6
667,6679900,6679999,374,267.3
668,6689900,6689999,335,298.5
669,6699900,6699999,361,277.0
670,6709900,6709999,374,267.3
671,6719900,6719999,342,292.3
672,6729900,6729999,366,273.2
673,6739900,6739999,369,271.0
674,6749900,6749999,375,266.6
675,6759900,6759999,311,321.5
676,6769900,6769999,358,279.3
677,6779900,6779999,395,253.1
678,6789900,6789999,370,270.2
679,6799900,6799999,377,265.2
680,6809900,6809999,419,238.6
681,6819900,6819999,336,297.6
682,6829900,6829999,398,251.2
683,6839900,6839999,404,247.5
684,6849900,6849999,377,265.2
685,6859900,6859999,374,267.3
686,6869900,6869999,342,292.3
687,6879900,6879999,340,294.1
688,6889900,6889999,410,243.9
689,6899900,6899999,308,324.6
690,6909900,6909999,388,257.7
691,6919900,6919999,439,227.7
692,6929900,6929999,369,271.0
693,6939900,6939999,386,259.0
694,6949900,6949999,360,277.7
695,6959900,6959999,385,259.7
696,6969900,6969999,338,295.8
697,6979900,6979999,406,246.3
698,6989900,6989999,305,327.8
699,6999900,6999999,382,261.7
700,7009900,7009999,444,225.2
701,7019900,7019999,373,268.0
702,7029900,7029999,392,255.1
703,7039900,7039999,392,255.1
704,7049900,7049999,325,307.6
705,7059900,7059999,393,254.4
706,7069900,7069999,382,261.7
707,7079900,7079999,387,258.3
708,7089900,7089999,316,316.4
709,7099900,7099999,323,309.5
710,7109900,7109999,388,257.7
711,7119900,7119999,339,294.9
712,7129900,7129999,425,235.2
713,7139900,7139999,428,233.6
714,7149900,7149999,399,250.6
715,7159900,7159999,339,294.9
716,7169900,7169999,313,319.4
717,7179900,7179999,314,318.4
718,7189900,7189999,298,335.5
719,7199900,7199999,253,395.2
720,7209900,7209999,345,289.8
721,7219900,7219999,356,280.8
722,7229900,7229999,408,245.0
723,7239900,7239999,453,220.7
724,7249900,7249999,395,253.1
725,7259900,7259999,442,226.2
726,7269900,7269999,426,234.7
727,7279900,7279999,371,269.5
728,7289900,7289999,354,282.4
729,7299900,7299999,385,259.7
730,7309900,7309999,425,235.2
731,7319900,7319999,363,275.4
732,7329900,7329999,356,280.8
733,7339900,7339999,334,299.4
734,7349900,7349999,351,284.9
735,7359900,7359999,375,266.6
736,7369900,7369999,358,279.3
737,7379900,7379999,297,336.7
738,7389900,7389999,344,290.6
739,7399900,7399999,393,254.4
740,7409900,7409999,382,261.7
741,7419900,7419999,343,291.5
742,7429900,7429999,326,306.7
743,7439900,7439999,337,296.7
744,7449900,7449999,387,258.3
745,7459900,7459999,335,298.5
746,7469900,7469999,438,228.3
747,7479900,7479999,408,245.0
748,7489900,7489999,429,233.1
749,7499900,7499999,393,254.4
750,7509900,7509999,327,305.8
751,7519900,7519999,401,249.3
752,7529900,7529999,291,343.6
753,7539900,7539999,368,271.7
754,7549900,7549999,390,256.4
755,7559900,7559999,378,264.5
756,7569900,7569999,351,284.9
757,7579900,7579999,344,290.6
758,7589900,7589999,389,257.0
759,7599900,7599999,312,320.5
760,7609900,7609999,445,224.7
761,7619900,7619999,352,284.0
762,7629900,7629999,546,183.1
763,7639900,7639999,498,200.8
764,7649900,7649999,391,255.7
765,7659900,7659999,368,271.7
766,7669900,7669999,386,259.0
767,7679900,7679999,385,259.7
768,7689900,7689999,310,322.5
769,7699900,7699999,350,285.7
770,7709900,7709999,327,305.8
771,7719900,7719999,451,221.7
772,7729900,7729999,403,248.1
773,7739900,7739999,440,227.2
774,7749900,7749999,398,251.2
775,7759900,7759999,455,219.7
776,7769900,7769999,477,209.6
777,7779900,7779999,368,271.7
778,7789900,7789999,442,226.2
779,7799900,7799999,424,235.8
780,7809900,7809999,447,223.7
781,7819900,7819999,407,245.7
782,7829900,7829999,438,228.3
783,7839900,7839999,460,217.3
784,7849900,7849999,388,257.7
785,7859900,7859999,421,237.5
786,7869900,7869999,445,224.7
787,7879900,7879999,446,224.2
788,7889900,7889999,448,223.2
789,7899900,7899999,462,216.4
790,7909900,7909999,414,241.5
791,7919900,7919999,409,244.4
792,7929900,7929999,497,201.2
793,7939900,7939999,376,265.9
794,7949900,7949999,454,220.2
795,7959900,7959999,437,228.8
796,7969900,7969999,459,217.8
797,7979900,7979999,412,242.7
798,7989900,7989999,451,221.7
799,7999900,7999999,455,219.7
800,8009900,8009999,368,271.7
801,8019900,8019999,425,235.2
802,8029900,8029999,399,250.6
803,8039900,8039999,446,224.2
804,8049900,8049999,435,229.8
805,8059900,8059999,559,178.8
806,8069900,8069999,527,189.7
807,8079900,8079999,351,284.9
808,8089900,8089999,479,208.7
809,8099900,8099999,347,288.1
810,8109900,8109999,456,219.2
811,8119900,8119999,339,294.9
812,8129900,8129999,428,233.6
813,8139900,8139999,430,232.5
814,8149900,8149999,504,198.4
815,8159900,8159999,414,241.5
816,8169900,8169999,509,196.4
817,8179900,8179999,527,189.7
818,8189900,8189999,269,371.7
819,8199900,8199999,437,228.8
820,8209900,8209999,307,325.7
821,8219900,8219999,480,208.3
822,8229900,8229999,411,243.3
823,8239900,8239999,466,214.5
824,8249900,8249999,446,224.2
825,8259900,8259999,417,239.8
826,8269900,8269999,481,207.9
827,8279900,8279999,287,348.4
828,8289900,8289999,506,197.6
829,8299900,8299999,421,237.5
830,8309900,8309999,456,219.2
831,8319900,8319999,395,253.1
832,8329900,8329999,415,240.9
833,8339900,8339999,462,216.4
834,8349900,8349999,493,202.8
835,8359900,8359999,538,185.8
836,8369900,8369999,367,272.4
837,8379900,8379999,488,204.9
838,8389900,8389999,345,289.8
839,8399900,8399999,498,200.8
840,8409900,8409999,457,218.8
841,8419900,8419999,441,226.7
842,8429900,8429999,487,205.3
843,8439900,8439999,405,246.9
844,8449900,8449999,508,196.8
845,8459900,8459999,359,278.5
846,8469900,8469999,549,182.1
847,8479900,8479999,368,271.7
848,8489900,8489999,474,210.9
849,8499900,8499999,423,236.4
850,8509900,8509999,460,217.3
851,8519900,8519999,413,242.1
852,8529900,8529999,374,267.3
853,8539900,8539999,452,221.2
854,8549900,8549999,352,284.0
855,8559900,8559999,470,212.7
856,8569900,8569999,408,245.0
857,8579900,8579999,478,209.2
858,8589900,8589999,539,185.5
859,8599900,8599999,448,223.2
860,8609900,8609999,479,208.7
861,8619900,8619999,370,270.2
862,8629900,8629999,470,212.7
863,8639900,8639999,398,251.2
864,8649900,8649999,524,190.8
865,8659900,8659999,485,206.1
866,8669900,8669999,498,200.8
867,8679900,8679999,434,230.4
868,8689900,8689999,415,240.9
869,8699900,8699999,538,185.8
870,8709900,8709999,335,298.5
871,8719900,8719999,527,189.7
872,8729900,8729999,341,293.2
873,8739900,8739999,536,186.5
874,8749900,8749999,445,224.7
875,8759900,8759999,448,223.2
876,8769900,8769999,537,186.2
877,8779900,8779999,440,227.2
878,8789900,8789999,595,168.0
879,8799900,8799999,492,203.2
880,8809900,8809999,470,212.7
881,8819900,8819999,421,237.5
882,8829900,8829999,410,243.9
883,8839900,8839999,588,170.0
884,8849900,8849999,461,216.9
885,8859900,8859999,383,261.0
886,8869900,8869999,505,198.0
887,8879900,8879999,303,330.0
888,8889900,8889999,534,187.2
889,8899900,8899999,466,214.5
890,8909900,8909999,444,225.2
891,8919900,8919999,576,173.6
892,8929900,8929999,565,176.9
893,8939900,8939999,404,247.5
894,8949900,8949999,611,163.6
895,8959900,8959999,601,166.3
896,8969900,8969999,501,199.6
897,8979900,8979999,619,161.5
898,8989900,8989999,527,189.7
899,8999900,8999999,474,210.9
900,9009900,9009999,583,171.5
901,9019900,9019999,544,183.8
902,9029900,9029999,524,190.8
903,9039900,9039999,471,212.3
904,9049900,9049999,578,173.0
905,9059900,9059999,468,213.6
906,9069900,9069999,408,245.0
907,9079900,9079999,436,229.3
908,9089900,9089999,415,240.9
909,9099900,9099999,507,197.2
910,9109900,9109999,546,183.1
911,9119900,9119999,522,191.5
912,9129900,9129999,575,173.9
913,9139900,9139999,530,188.6
914,9149900,9149999,626,159.7
915,9159900,9159999,588,170.0
916,9169900,9169999,567,176.3
917,9179900,9179999,536,186.5
918,9189900,9189999,537,186.2
919,9199900,9199999,513,194.9
920,9209900,9209999,357,280.1
921,9219900,9219999,415,240.9
922,9229900,9229999,448,223.2
923,9239900,9239999,526,190.1
924,9249900,9249999,448,223.2
925,9259900,9259999,437,228.8
926,9269900,9269999,506,197.6
927,9279900,9279999,608,164.4
928,9289900,9289999,585,170.9
929,9299900,9299999,586,170.6
930,9309900,9309999,467,214.1
931,9319900,9319999,441,226.7
932,9329900,9329999,478,209.2
933,9339900,9339999,400,250.0
934,9349900,9349999,377,265.2
935,9359900,9359999,415,240.9
936,9369900,9369999,446,224.2
937,9379900,9379999,404,247.5
938,9389900,9389999,548,182.4
939,9399900,9399999,446,224.2
940,9409900,9409999,537,186.2
941,9419900,9419999,576,173.6
942,9429900,9429999,642,155.7
943,9439900,9439999,567,176.3
944,9449900,9449999,546,183.1
945,9459900,9459999,495,202.0
946,9469900,9469999,563,177.6
947,9479900,9479999,554,180.5
948,9489900,9489999,398,251.2
949,9499900,9499999,599,166.9
950,9509900,9509999,479,208.7
951,9519900,9519999,599,166.9
952,9529900,9529999,474,210.9
953,9539900,9539999,518,193.0
954,9549900,9549999,562,177.9
955,9559900,9559999,697,143.4
956,9569900,9569999,580,172.4
957,9579900,9579999,460,217.3
958,9589900,9589999,508,196.8
959,9599900,9599999,461,216.9
960,9609900,9609999,581,172.1
961,9619900,9619999,434,230.4
962,9629900,9629999,512,195.3
963,9639900,9639999,601,166.3
964,9649900,9649999,619,161.5
965,9659900,9659999,702,142.4
966,9669900,9669999,685,145.9
967,9679900,9679999,601,166.3
968,9689900,9689999,668,149.7
969,9699900,9699999,554,180.5
970,9709900,9709999,561,178.2
971,9719900,9719999,558,179.2
972,9729900,9729999,450,222.2
973,9739900,9739999,704,142.0
974,9749900,9749999,571,175.1
975,9759900,9759999,491,203.6
976,9769900,9769999,482,207.4
977,9779900,9779999,622,160.7
978,9789900,9789999,609,164.2
979,9799900,9799999,584,171.2
980,9809900,9809999,513,194.9
981,9819900,9819999,633,157.9
982,9829900,9829999,601,166.3
983,9839900,9839999,484,206.6
984,9849900,9849999,587,170.3
985,9859900,9859999,522,191.5
986,9869900,9869999,593,168.6
987,9879900,9879999,556,179.8
988,9889900,9889999,662,151.0
989,9899900,9899999,627,159.4
990,9909900,9909999,604,165.5
991,9919900,9919999,537,186.2
992,9929900,9929999,719,139.0
993,9939900,9939999,574,174.2
994,9949900,9949999,594,168.3
995,9959900,9959999,569,175.7
996,9969900,9969999,633,157.9
997,9979900,9979999,596,167.7
998,9989900,9989999,511,195.6
999,9999900,9999999,630,158.7
1000,10009900,10009999,607,164.7
1001,10019900,10019999,634,157.7
1002,10029900,10029999,673,148.5
1003,10039900,10039999,650,153.8
1004,10049900,10049999,590,169.4
1005,10059900,10059999,591,169.2
1006,10069900,10069999,553,180.8
1007,10079900,10079999,575,173.9
1008,10089900,10089999,628,159.2
1009,10099900,10099999,581,172.1
1010,10109900,10109999,656,152.4
1011,10119900,10119999,630,158.7
1012,10129900,10129999,535,186.9
1013,10139900,10139999,616,162.3
1014,10149900,10149999,772,129.5
1015,10159900,10159999,661,151.2
1016,10169900,10169999,660,151.5
1017,10179900,10179999,644,155.2
1018,10189900,10189999,620,161.2
1019,10199900,10199999,617,162.0
1020,10209900,10209999,645,155.0
1021,10219900,10219999,576,173.6
1022,10229900,10229999,596,167.7
1023,10239900,10239999,717,139.4
1024,10249900,10249999,649,154.0
1025,10259900,10259999,615,162.6
1026,10269900,10269999,665,150.3
1027,10279900,10279999,600,166.6
1028,10289900,10289999,705,141.8
1029,10299900,10299999,842,118.7
1030,10309900,10309999,832,120.1
1031,10319900,10319999,768,130.2
1032,10329900,10329999,821,121.8
1033,10339900,10339999,745,134.2
1034,10349900,10349999,816,122.5
1035,10359900,10359999,735,136.0
1036,10369900,10369999,764,130.8
1037,10379900,10379999,756,132.2
1038,10389900,10389999,702,142.4
1039,10399900,10399999,792,126.2
