sample,from,to,sync_ms,clean_blk_s
1040,10409900,10409999,788,126.9
1041,10419900,10419999,888,112.6
1042,10429900,10429999,737,135.6
1043,10439900,10439999,819,122.1
1044,10449900,10449999,765,130.7
1045,10459900,10459999,798,125.3
1046,10469900,10469999,791,126.4
1047,10479900,10479999,746,134.0
1048,10489900,10489999,800,125.0
1049,10499900,10499999,804,124.3
1050,10509900,10509999,826,121.0
1051,10519900,10519999,802,124.6
1052,10529900,10529999,928,107.7
1053,10539900,10539999,952,105.0
1054,10549900,10549999,854,117.0
1055,10559900,10559999,870,114.9
1056,10569900,10569999,889,112.4
1057,10579900,10579999,863,115.8
1058,10589900,10589999,868,115.2
1059,10599900,10599999,932,107.2
1060,10609900,10609999,882,113.3
1061,10619900,10619999,907,110.2
1062,10629900,10629999,950,105.2
1063,10639900,10639999,986,101.4
1064,10649900,10649999,856,116.8
1065,10659900,10659999,936,106.8
1066,10669900,10669999,914,109.4
1067,10679900,10679999,912,109.6
1068,10689900,10689999,846,118.2
1069,10699900,10699999,844,118.4
1070,10709900,10709999,915,109.2
1071,10719900,10719999,974,102.6
1072,10729900,10729999,1036,96.5
1073,10739900,10739999,990,101.0
1074,10749900,10749999,993,100.7
1075,10759900,10759999,912,109.6
1076,10769900,10769999,939,106.4
1077,10779900,10779999,934,107.0
1078,10789900,10789999,846,118.2
1079,10799900,10799999,914,109.4
1080,10809900,10809999,918,108.9
1081,10819900,10819999,991,100.9
1082,10829900,10829999,897,111.4
1083,10839900,10839999,916,109.1
1084,10849900,10849999,1054,94.8
1085,10859900,10859999,1010,99.0
1086,10869900,10869999,1010,99.0
1087,10879900,10879999,865,115.6
1088,10889900,10889999,1027,97.3
1089,10899900,10899999,1011,98.9
1090,10909900,10909999,969,103.1
1091,10919900,10919999,951,105.1
1092,10929900,10929999,944,105.9
1093,10939900,10939999,963,103.8
1094,10949900,10949999,865,115.6
1095,10959900,10959999,829,120.6
1096,10969900,10969999,981,101.9
1097,10979900,10979999,1035,96.6
1098,10989900,10989999,944,105.9
1099,10999900,10999999,943,106.0
1100,11009900,11009999,950,105.2
1101,11019900,11019999,956,104.6
1102,11029900,11029999,910,109.8
1103,11039900,11039999,950,105.2
1104,11049900,11049999,919,108.8
1105,11059900,11059999,984,101.6
1106,11069900,11069999,937,106.7
1107,11079900,11079999,982,101.8
1108,11089900,11089999,1045,95.6
1109,11099900,11099999,1029,97.1
1110,11109900,11109999,1025,97.5
1111,11119900,11119999,1018,98.2
1112,11129900,11129999,1021,97.9
1113,11139900,11139999,1074,93.1
1114,11149900,11149999,933,107.1
1115,11159900,11159999,994,100.6
1116,11169900,11169999,925,108.1
1117,11179900,11179999,921,108.5
1118,11189900,11189999,932,107.2
1119,11199900,11199999,940,106.3
1120,11209900,11209999,1045,95.6
1121,11219900,11219999,924,108.2
1122,11229900,11229999,1093,91.4
1123,11239900,11239999,902,110.8
1124,11249900,11249999,982,101.8
1125,11259900,11259999,886,112.8
1126,11269900,11269999,1045,95.6
1127,11279900,11279999,1091,91.6
1128,11289900,11289999,1013,98.7
1129,11299900,11299999,944,105.9
1130,11309900,11309999,1001,99.9
1131,11319900,11319999,1046,95.6
1132,11329900,11329999,1060,94.3
1133,11339900,11339999,932,107.2
1134,11349900,11349999,921,108.5
1135,11359900,11359999,1023,97.7
1136,11369900,11369999,971,102.9
1137,11379900,11379999,1004,99.6
1138,11389900,11389999,1024,97.6
1139,11399900,11399999,1036,96.5
1140,11409900,11409999,983,101.7
1141,11419900,11419999,1015,98.5
1142,11429900,11429999,995,100.5
1143,11439900,11439999,1025,97.5
1144,11449900,11449999,987,101.3
1145,11459900,11459999,979,102.1
1146,11469900,11469999,914,109.4
1147,11479900,11479999,1050,95.2
1148,11489900,11489999,1028,97.2
1149,11499900,11499999,931,107.4
1150,11509900,11509999,945,105.8
1151,11519900,11519999,811,123.3
1152,11529900,11529999,995,100.5
1153,11539900,11539999,1050,95.2
1154,11549900,11549999,983,101.7
1155,11559900,11559999,972,102.8
1156,11569900,11569999,906,110.3
1157,11579900,11579999,1082,92.4
1158,11589900,11589999,1065,93.8
1159,11599900,11599999,1054,94.8
1160,11609900,11609999,1069,93.5
1161,11619900,11619999,980,102.0
1162,11629900,11629999,980,102.0
1163,11639900,11639999,891,112.2
1164,11649900,11649999,975,102.5
1165,11659900,11659999,1080,92.5
1166,11669900,11669999,1027,97.3
1167,11679900,11679999,1014,98.6
1168,11689900,11689999,1068,93.6
1169,11699900,11699999,993,100.7
1170,11709900,11709999,967,103.4
1171,11719900,11719999,1007,99.3
1172,11729900,11729999,1003,99.7
1173,11739900,11739999,1028,97.2
1174,11749900,11749999,999,100.1
1175,11759900,11759999,981,101.9
1176,11769900,11769999,843,118.6
1177,11779900,11779999,957,104.4
1178,11789900,11789999,886,112.8
1179,11799900,11799999,949,105.3
1180,11809900,11809999,1003,99.7
1181,11819900,11819999,1143,87.4
1182,11829900,11829999,990,101.0
1183,11839900,11839999,1027,97.3
1184,11849900,11849999,1051,95.1
1185,11859900,11859999,1034,96.7
1186,11869900,11869999,937,106.7
1187,11879900,11879999,996,100.4
1188,11889900,11889999,1004,99.6
1189,11899900,11899999,1070,93.4
1190,11909900,11909999,996,100.4
1191,11919900,11919999,974,102.6
1192,11929900,11929999,1032,96.8
1193,11939900,11939999,926,107.9
1194,11949900,11949999,1103,90.6
1195,11959900,11959999,919,108.8
1196,11969900,11969999,940,106.3
1197,11979900,11979999,929,107.6
1198,11989900,11989999,992,100.8
1199,11999900,11999999,899,111.2
1200,12009900,12009999,1066,93.8
1201,12019900,12019999,786,127.2
1202,12029900,12029999,1034,96.7
1203,12039900,12039999,1033,96.8
1204,12049900,12049999,996,100.4
1205,12059900,12059999,942,106.1
1206,12069900,12069999,1058,94.5
1207,12079900,12079999,950,105.2
1208,12089900,12089999,1040,96.1
1209,12099900,12099999,1082,92.4
1210,12109900,12109999,1003,99.7
1211,12119900,12119999,970,103.0
1212,12129900,12129999,1031,96.9
1213,12139900,12139999,1039,96.2
1214,12149900,12149999,990,101.0
1215,12159900,12159999,1093,91.4
1216,12169900,12169999,972,102.8
1217,12179900,12179999,968,103.3
1218,12189900,12189999,1033,96.8
1219,12199900,12199999,1057,94.6
1220,12209900,12209999,1059,94.4
1221,12219900,12219999,1089,91.8
1222,12229900,12229999,1040,96.1
1223,12239900,12239999,1034,96.7
1224,12249900,12249999,1002,99.8
1225,12259900,12259999,984,101.6
1226,12269900,12269999,1038,96.3
1227,12279900,12279999,970,103.0
1228,12289900,12289999,1146,87.2
1229,12299900,12299999,1105,90.4
1230,12309900,12309999,1267,78.9
1231,12319900,12319999,1274,78.4
1232,12329900,12329999,1189,84.1
1233,12339900,12339999,1156,86.5
1234,12349900,12349999,1311,76.2
1235,12359900,12359999,1188,84.1
1236,12369900,12369999,1174,85.1
1237,12379900,12379999,1246,80.2
1238,12389900,12389999,1204,83.0
1239,12399900,12399999,1170,85.4
1240,12409900,12409999,949,105.3
1241,12419900,12419999,1069,93.5
1242,12429900,12429999,1133,88.2
1243,12439900,12439999,1168,85.6
1244,12449900,12449999,1232,81.1
1245,12459900,12459999,1261,79.3
1246,12469900,12469999,1319,75.8
1247,12479900,12479999,1169,85.5
1248,12489900,12489999,1310,76.3
1249,12499900,12499999,1066,93.8
1250,12509900,12509999,1262,79.2
1251,12519900,12519999,1059,94.4
1252,12529900,12529999,1134,88.1
1253,12539900,12539999,1154,86.6
1254,12549900,12549999,1044,95.7
1255,12559900,12559999,1198,83.4
1256,12569900,12569999,1060,94.3
1257,12579900,12579999,1127,88.7
1258,12589900,12589999,1240,80.6
1259,12599900,12599999,1191,83.9
1260,12609900,12609999,1093,91.4
1261,12619900,12619999,1189,84.1
1262,12629900,12629999,1132,88.3
1263,12639900,12639999,1162,86.0
1264,12649900,12649999,1138,87.8
1265,12659900,12659999,1275,78.4
1266,12669900,12669999,1079,92.6
1267,12679900,12679999,1346,74.2
1268,12689900,12689999,1174,85.1
1269,12699900,12699999,1021,97.9
1270,12709900,12709999,1237,80.8
1271,12719900,12719999,1207,82.8
1272,12729900,12729999,1201,83.2
1273,12739900,12739999,1206,82.9
1274,12749900,12749999,1239,80.7
1275,12759900,12759999,1300,76.9
1276,12769900,12769999,789,126.7
1277,12779900,12779999,1149,87.0
1278,12789900,12789999,1202,83.1
1279,12799900,12799999,1209,82.7
1280,12809900,12809999,1229,81.3
1281,12819900,12819999,1201,83.2
1282,12829900,12829999,1228,81.4
1283,12839900,12839999,1112,89.9
1284,12849900,12849999,1215,82.3
1285,12859900,12859999,1160,86.2
1286,12869900,12869999,1202,83.1
1287,12879900,12879999,1202,83.1
1288,12889900,12889999,992,100.8
1289,12899900,12899999,1427,70.0
1290,12909900,12909999,1259,79.4
1291,12919900,12919999,1141,87.6
1292,12929900,12929999,1287,77.7
1293,12939900,12939999,1246,80.2
1294,12949900,12949999,1113,89.8
1295,12959900,12959999,1243,80.4
1296,12969900,12969999,1343,74.4
1297,12979900,12979999,1285,77.8
1298,12989900,12989999,1393,71.7
1299,12999900,12999999,1312,76.2
1300,13009900,13009999,1339,74.6
1301,13019900,13019999,1358,73.6
1302,13029900,13029999,1290,77.5
1303,13039900,13039999,1351,74.0
1304,13049900,13049999,1415,70.6
1305,13059900,13059999,1257,79.5
1306,13069900,13069999,1249,80.0
1307,13079900,13079999,1327,75.3
1308,13089900,13089999,908,110.1
1309,13099900,13099999,1343,74.4
1310,13109900,13109999,1365,73.2
1311,13119900,13119999,1349,74.1
1312,13129900,13129999,1242,80.5
1313,13139900,13139999,1341,74.5
1314,13149900,13149999,1179,84.8
1315,13159900,13159999,1150,86.9
1316,13169900,13169999,1117,89.5
1317,13179900,13179999,1188,84.1
1318,13189900,13189999,1255,79.6
1319,13199900,13199999,1192,83.8
1320,13209900,13209999,1276,78.3
1321,13219900,13219999,1162,86.0
1322,13229900,13229999,1364,73.3
1323,13239900,13239999,1277,78.3
1324,13249900,13249999,1354,73.8
1325,13259900,13259999,1298,77.0
1326,13269900,13269999,1022,97.8
1327,13279900,13279999,1252,79.8
1328,13289900,13289999,1097,91.1
1329,13299900,13299999,1273,78.5
1330,13309900,13309999,1165,85.8
1331,13319900,13319999,1332,75.0
1332,13329900,13329999,955,104.7
1333,13339900,13339999,1277,78.3
1334,13349900,13349999,1196,83.6
1335,13359900,13359999,1337,74.7
1336,13369900,13369999,828,120.7
1337,13379900,13379999,825,121.2
1338,13389900,13389999,1306,76.5
1339,13399900,13399999,1293,77.3
1340,13409900,13409999,1306,76.5
1341,13419900,13419999,1208,82.7
1342,13429900,13429999,1133,88.2
1343,13439900,13439999,1308,76.4
1344,13449900,13449999,1261,79.3
1345,13459900,13459999,1292,77.3
1346,13469900,13469999,1172,85.3
1347,13479900,13479999,1408,71.0
1348,13489900,13489999,1280,78.1
1349,13499900,13499999,1322,75.6
1350,13509900,13509999,1276,78.3
1351,13519900,13519999,1282,78.0
1352,13529900,13529999,1314,76.1
1353,13539900,13539999,1234,81.0
1354,13549900,13549999,1354,73.8
1355,13559900,13559999,1196,83.6
1356,13569900,13569999,1314,76.1
1357,13579900,13579999,1202,83.1
1358,13589900,13589999,1238,80.7
1359,13599900,13599999,1199,83.4
1360,13609900,13609999,1274,78.4
1361,13619900,13619999,1310,76.3
1362,13629900,13629999,1217,82.1
1363,13639900,13639999,1224,81.6
1364,13649900,13649999,1208,82.7
1365,13659900,13659999,1146,87.2
1366,13669900,13669999,1236,80.9
1367,13679900,13679999,1107,90.3
1368,13689900,13689999,1303,76.7
1369,13699900,13699999,1202,83.1
1370,13709900,13709999,1240,80.6
1371,13719900,13719999,1173,85.2
1372,13729900,13729999,1193,83.8
1373,13739900,13739999,1319,75.8
1374,13749900,13749999,1215,82.3
1375,13759900,13759999,1231,81.2
1376,13769900,13769999,1259,79.4
1377,13779900,13779999,1241,80.5
1378,13789900,13789999,1287,77.7
1379,13799900,13799999,1123,89.0
1380,13809900,13809999,1191,83.9
1381,13819900,13819999,1170,85.4
1382,13829900,13829999,1289,77.5
1383,13839900,13839999,1174,85.1
1384,13849900,13849999,1179,84.8
1385,13859900,13859999,1121,89.2
1386,13869900,13869999,1147,87.1
1387,13879900,13879999,1159,86.2
1388,13889900,13889999,1163,85.9
1389,13899900,13899999,1085,92.1
1390,13909900,13909999,1241,80.5
1391,13919900,13919999,1218,82.1
1392,13929900,13929999,1205,82.9
1393,13939900,13939999,1326,75.4
1394,13949900,13949999,1252,79.8
1395,13959900,13959999,1179,84.8
1396,13969900,13969999,1044,95.7
1397,13979900,13979999,1164,85.9
1398,13989900,13989999,1211,82.5
1399,13999900,13999999,1156,86.5
1400,14009900,14009999,1190,84.0
1401,14019900,14019999,1103,90.6
1402,14029900,14029999,1170,85.4
1403,14039900,14039999,1278,78.2
1404,14049900,14049999,1197,83.5
1405,14059900,14059999,997,100.3
1406,14069900,14069999,1307,76.5
1407,14079900,14079999,1087,91.9
1408,14089900,14089999,1212,82.5
1409,14099900,14099999,1118,89.4
1410,14109900,14109999,1208,82.7
1411,14119900,14119999,1096,91.2
1412,14129900,14129999,1162,86.0
1413,14139900,14139999,1151,86.8
1414,14149900,14149999,1179,84.8
1415,14159900,14159999,1175,85.1
1416,14169900,14169999,1088,91.9
1417,14179900,14179999,1204,83.0
1418,14189900,14189999,1172,85.3
1419,14199900,14199999,1141,87.6
1420,14209900,14209999,1307,76.5
1421,14219900,14219999,1105,90.4
1422,14229900,14229999,1240,80.6
1423,14239900,14239999,1300,76.9
1424,14249900,14249999,1205,82.9
1425,14259900,14259999,1059,94.4
1426,14269900,14269999,1204,83.0
1427,14279900,14279999,1289,77.5
1428,14289900,14289999,1105,90.4
1429,14299900,14299999,1169,85.5
1430,14309900,14309999,1123,89.0
1431,14319900,14319999,1334,74.9
1432,14329900,14329999,1143,87.4
1433,14339900,14339999,1271,78.6
1434,14349900,14349999,1186,84.3
1435,14359900,14359999,1231,81.2
1436,14369900,14369999,1180,84.7
1437,14379900,14379999,1248,80.1
1438,14389900,14389999,1299,76.9
1439,14399900,14399999,1217,82.1
1440,14409900,14409999,1219,82.0
1441,14419900,14419999,1248,80.1
1442,14429900,14429999,1263,79.1
1443,14439900,14439999,1251,79.9
1444,14449900,14449999,1173,85.2
1445,14459900,14459999,1114,89.7
1446,14469900,14469999,1235,80.9
1447,14479900,14479999,1366,73.2
1448,14489900,14489999,1238,80.7
1449,14499900,14499999,1225,81.6
1450,14509900,14509999,1197,83.5
1451,14519900,14519999,1229,81.3
1452,14529900,14529999,1187,84.2
1453,14539900,14539999,1206,82.9
1454,14549900,14549999,1160,86.2
1455,14559900,14559999,1208,82.7
1456,14569900,14569999,1111,90.0
1457,14579900,14579999,1130,88.4
1458,14589900,14589999,1162,86.0
1459,14599900,14599999,1138,87.8
1460,14609900,14609999,1222,81.8
1461,14619900,14619999,1116,89.6
1462,14629900,14629999,1124,88.9
1463,14639900,14639999,1180,84.7
1464,14649900,14649999,1125,88.8
1465,14659900,14659999,1213,82.4
1466,14669900,14669999,1160,86.2
1467,14679900,14679999,1232,81.1
1468,14689900,14689999,917,109.0
1469,14699900,14699999,1103,90.6
1470,14709900,14709999,1262,79.2
1471,14719900,14719999,1255,79.6
1472,14729900,14729999,1312,76.2
1473,14739900,14739999,1287,77.7
1474,14749900,14749999,1242,80.5
1475,14759900,14759999,1278,78.2
1476,14769900,14769999,1219,82.0
1477,14779900,14779999,1400,71.4
1478,14789900,14789999,1279,78.1
1479,14799900,14799999,1217,82.1
1480,14809900,14809999,1209,82.7
1481,14819900,14819999,1049,95.3
1482,14829900,14829999,1241,80.5
1483,14839900,14839999,1092,91.5
1484,14849900,14849999,1127,88.7
1485,14859900,14859999,1342,74.5
1486,14869900,14869999,1193,83.8
1487,14879900,14879999,1158,86.3
1488,14889900,14889999,1187,84.2
1489,14899900,14899999,1110,90.0
1490,14909900,14909999,1110,90.0
1491,14919900,14919999,1129,88.5
1492,14929900,14929999,973,102.7
1493,14939900,14939999,1226,81.5
1494,14949900,14949999,1273,78.5
1495,14959900,14959999,1329,75.2
1496,14969900,14969999,1232,81.1
1497,14979900,14979999,1237,80.8
1498,14989900,14989999,1290,77.5
1499,14999900,14999999,1324,75.5
1500,15009900,15009999,1213,82.4
1501,15019900,15019999,1262,79.2
1502,15029900,15029999,854,117.0
1503,15039900,15039999,1192,83.8
1504,15049900,15049999,1295,77.2
1505,15059900,15059999,1165,85.8
1506,15069900,15069999,1236,80.9
1507,15079900,15079999,1074,93.1
1508,15089900,15089999,1189,84.1
1509,15099900,15099999,1072,93.2
1510,15109900,15109999,1175,85.1
1511,15119900,15119999,1214,82.3
1512,15129900,15129999,1077,92.8
1513,15139900,15139999,1260,79.3
1514,15149900,15149999,1234,81.0
1515,15159900,15159999,1099,90.9
1516,15169900,15169999,1172,85.3
1517,15179900,15179999,1298,77.0
1518,15189900,15189999,1141,87.6
1519,15199900,15199999,1015,98.5
1520,15209900,15209999,1243,80.4
1521,15219900,15219999,1115,89.6
1522,15229900,15229999,1308,76.4
1523,15239900,15239999,1248,80.1
1524,15249900,15249999,1293,77.3
1525,15259900,15259999,1071,93.3
1526,15269900,15269999,1237,80.8
1527,15279900,15279999,1260,79.3
1528,15289900,15289999,1164,85.9
1529,15299900,15299999,1145,87.3
1530,15309900,15309999,1261,79.3
1531,15319900,15319999,1223,81.7
1532,15329900,15329999,1187,84.2
1533,15339900,15339999,1256,79.6
1534,15349900,15349999,1283,77.9
1535,15359900,15359999,1061,94.2
1536,15369900,15369999,1432,69.8
1537,15379900,15379999,1256,79.6
1538,15389900,15389999,1113,89.8
1539,15399900,15399999,1204,83.0
1540,15409900,15409999,1109,90.1
1541,15419900,15419999,1248,80.1
1542,15429900,15429999,1209,82.7
1543,15439900,15439999,1249,80.0
1544,15449900,15449999,1166,85.7
1545,15459900,15459999,1154,86.6
1546,15469900,15469999,1084,92.2
1547,15479900,15479999,1224,81.6
1548,15489900,15489999,1212,82.5
1549,15499900,15499999,1049,95.3
1550,15509900,15509999,1284,77.8
1551,15519900,15519999,1267,78.9
1552,15529900,15529999,1276,78.3
1553,15539900,15539999,1348,74.1
1554,15549900,15549999,1048,95.4
1555,15559900,15559999,1154,86.6
1556,15569900,15569999,1087,91.9
1557,15579900,15579999,1107,90.3
1558,15589900,15589999,1212,82.5
1559,15599900,15599999,1016,98.4
1560,15609900,15609999,970,103.0
1561,15619900,15619999,1077,92.8
1562,15629900,15629999,1117,89.5
1563,15639900,15639999,1115,89.6
1564,15649900,15649999,1061,94.2
1565,15659900,15659999,1163,85.9
1566,15669900,15669999,1080,92.5
1567,15679900,15679999,1142,87.5
1568,15689900,15689999,1064,93.9
1569,15699900,15699999,1129,88.5
1570,15709900,15709999,1002,99.8
1571,15719900,15719999,1355,73.8
1572,15729900,15729999,1089,91.8
1573,15739900,15739999,1120,89.2
1574,15749900,15749999,1078,92.7
1575,15759900,15759999,1051,95.1
1576,15769900,15769999,1138,87.8
1577,15779900,15779999,1172,85.3
1578,15789900,15789999,1133,88.2
1579,15799900,15799999,1208,82.7
1580,15809900,15809999,1163,85.9
1581,15819900,15819999,1097,91.1
1582,15829900,15829999,1237,80.8
1583,15839900,15839999,1265,79.0
1584,15849900,15849999,1045,95.6
1585,15859900,15859999,1187,84.2
1586,15869900,15869999,1134,88.1
1587,15879900,15879999,1127,88.7
1588,15889900,15889999,1217,82.1
1589,15899900,15899999,1089,91.8
1590,15909900,15909999,1153,86.7
1591,15919900,15919999,1033,96.8
1592,15929900,15929999,1357,73.6
1593,15939900,15939999,1309,76.3
1594,15949900,15949999,1093,91.4
1595,15959900,15959999,1380,72.4
1596,15969900,15969999,1127,88.7
1597,15979900,15979999,1220,81.9
1598,15989900,15989999,1270,78.7
1599,15999900,15999999,1030,97.0
1600,16009900,16009999,1158,86.3
1601,16019900,16019999,1204,83.0
1602,16029900,16029999,1085,92.1
1603,16039900,16039999,1106,90.4
1604,16049900,16049999,1006,99.4
1605,16059900,16059999,1329,75.2
1606,16069900,16069999,1069,93.5
1607,16079900,16079999,1360,73.5
1608,16089900,16089999,1186,84.3
1609,16099900,16099999,1496,66.8
1610,16109900,16109999,1015,98.5
1611,16119900,16119999,1182,84.6
1612,16129900,16129999,1063,94.0
1613,16139900,16139999,1173,85.2
1614,16149900,16149999,1140,87.7
1615,16159900,16159999,1076,92.9
1616,16169900,16169999,1027,97.3
1617,16179900,16179999,1139,87.7
1618,16189900,16189999,1297,77.1
1619,16199900,16199999,1292,77.3
1620,16209900,16209999,1290,77.5
1621,16219900,16219999,1155,86.5
1622,16229900,16229999,1126,88.8
1623,16239900,16239999,1288,77.6
1624,16249900,16249999,975,102.5
1625,16259900,16259999,1077,92.8
1626,16269900,16269999,1419,70.4
1627,16279900,16279999,1014,98.6
1628,16289900,16289999,1525,65.5
1629,16299900,16299999,990,101.0
1630,16309900,16309999,1140,87.7
1631,16319900,16319999,1218,82.1
1632,16329900,16329999,1348,74.1
1633,16339900,16339999,1536,65.1
1634,16349900,16349999,1156,86.5
1635,16359900,16359999,1274,78.4
1636,16369900,16369999,1218,82.1
1637,16379900,16379999,1252,79.8
1638,16389900,16389999,1307,76.5
1639,16399900,16399999,1188,84.1
1640,16409900,16409999,1252,79.8
1641,16419900,16419999,1149,87.0
1642,16429900,16429999,1007,99.3
1643,16439900,16439999,1258,79.4
1644,16449900,16449999,1226,81.5
1645,16459900,16459999,1048,95.4
1646,16469900,16469999,1203,83.1
1647,16479900,16479999,1290,77.5
1648,16489900,16489999,1172,85.3
1649,16499900,16499999,1116,89.6
1650,16509900,16509999,1083,92.3
1651,16519900,16519999,1428,70.0
1652,16529900,16529999,1191,83.9
1653,16539900,16539999,1386,72.1
1654,16549900,16549999,1293,77.3
1655,16559900,16559999,1446,69.1
1656,16569900,16569999,1195,83.6
1657,16579900,16579999,1226,81.5
1658,16589900,16589999,1568,63.7
1659,16599900,16599999,1430,69.9
1660,16609900,16609999,1159,86.2
1661,16619900,16619999,1310,76.3
1662,16629900,16629999,1067,93.7
1663,16639900,16639999,1506,66.4
1664,16649900,16649999,1111,90.0
1665,16659900,16659999,1128,88.6
1666,16669900,16669999,1053,94.9
1667,16679900,16679999,1548,64.5
1668,16689900,16689999,1417,70.5
1669,16699900,16699999,1291,77.4
1670,16709900,16709999,1290,77.5
1671,16719900,16719999,1189,84.1
1672,16729900,16729999,1228,81.4
1673,16739900,16739999,1475,67.7
1674,16749900,16749999,1155,86.5
1675,16759900,16759999,1066,93.8
1676,16769900,16769999,1077,92.8
1677,16779900,16779999,997,100.3
1678,16789900,16789999,1250,80.0
1679,16799900,16799999,1109,90.1
1680,16809900,16809999,1432,69.8
1681,16819900,16819999,1227,81.4
1682,16829900,16829999,1137,87.9
1683,16839900,16839999,1077,92.8
1684,16849900,16849999,1101,90.8
1685,16859900,16859999,1324,75.5
1686,16869900,16869999,1127,88.7
1687,16879900,16879999,1242,80.5
1688,16889900,16889999,1223,81.7
1689,16899900,16899999,1220,81.9
1690,16909900,16909999,1413,70.7
1691,16919900,16919999,1147,87.1
1692,16929900,16929999,1259,79.4
1693,16939900,16939999,1078,92.7
1694,16949900,16949999,1485,67.3
1695,16959900,16959999,1611,62.0
1696,16969900,16969999,1143,87.4
1697,16979900,16979999,969,103.1
1698,16989900,16989999,1370,72.9
1699,16999900,16999999,1161,86.1
1700,17009900,17009999,1635,61.1
1701,17019900,17019999,1157,86.4
1702,17029900,17029999,1037,96.4
1703,17039900,17039999,1260,79.3
1704,17049900,17049999,1087,91.9
1705,17059900,17059999,1103,90.6
1706,17069900,17069999,1021,97.9
1707,17079900,17079999,1176,85.0
1708,17089900,17089999,1021,97.9
1709,17099900,17099999,1226,81.5
1710,17109900,17109999,1105,90.4
1711,17119900,17119999,1178,84.8
1712,17129900,17129999,1167,85.6
1713,17139900,17139999,1106,90.4
1714,17149900,17149999,1085,92.1
1715,17159900,17159999,1046,95.6
1716,17169900,17169999,1372,72.8
1717,17179900,17179999,1092,91.5
1718,17189900,17189999,926,107.9
1719,17199900,17199999,1071,93.3
1720,17209900,17209999,923,108.3
1721,17219900,17219999,1171,85.3
1722,17229900,17229999,1158,86.3
1723,17239900,17239999,960,104.1
1724,17249900,17249999,1320,75.7
1725,17259900,17259999,1028,97.2
1726,17269900,17269999,1026,97.4
1727,17279900,17279999,1159,86.2
1728,17289900,17289999,1017,98.3
1729,17299900,17299999,1053,94.9
1730,17309900,17309999,1044,95.7
1731,17319900,17319999,1052,95.0
1732,17329900,17329999,1097,91.1
1733,17339900,17339999,1108,90.2
1734,17349900,17349999,1191,83.9
1735,17359900,17359999,1071,93.3
1736,17369900,17369999,890,112.3
1737,17379900,17379999,1055,94.7
1738,17389900,17389999,1082,92.4
1739,17399900,17399999,1099,90.9
1740,17409900,17409999,1051,95.1
1741,17419900,17419999,1172,85.3
1742,17429900,17429999,1203,83.1
1743,17439900,17439999,1148,87.1
1744,17449900,17449999,1310,76.3
1745,17459900,17459999,1068,93.6
1746,17469900,17469999,1101,90.8
1747,17479900,17479999,1011,98.9
1748,17489900,17489999,1172,85.3
1749,17499900,17499999,1268,78.8
1750,17509900,17509999,1010,99.0
1751,17519900,17519999,1073,93.1
1752,17529900,17529999,1134,88.1
1753,17539900,17539999,1036,96.5
1754,17549900,17549999,1137,87.9
1755,17559900,17559999,1241,80.5
1756,17569900,17569999,1280,78.1
1757,17579900,17579999,1162,86.0
1758,17589900,17589999,1366,73.2
1759,17599900,17599999,1047,95.5
1760,17609900,17609999,1163,85.9
1761,17619900,17619999,1219,82.0
1762,17629900,17629999,914,109.4
1763,17639900,17639999,1225,81.6
1764,17649900,17649999,1113,89.8
1765,17659900,17659999,1143,87.4
1766,17669900,17669999,1344,74.4
1767,17679900,17679999,1100,90.9
1768,17689900,17689999,1331,75.1
1769,17699900,17699999,1167,85.6
1770,17709900,17709999,1097,91.1
1771,17719900,17719999,1012,98.8
1772,17729900,17729999,1039,96.2
1773,17739900,17739999,1365,73.2
1774,17749900,17749999,1056,94.6
1775,17759900,17759999,1508,66.3
1776,17769900,17769999,1080,92.5
1777,17779900,17779999,1065,93.8
1778,17789900,17789999,907,110.2
1779,17799900,17799999,1053,94.9
1780,17809900,17809999,1409,70.9
1781,17819900,17819999,1414,70.7
1782,17829900,17829999,1013,98.7
1783,17839900,17839999,1242,80.5
1784,17849900,17849999,1065,93.8
1785,17859900,17859999,1066,93.8
1786,17869900,17869999,1087,91.9
1787,17879900,17879999,1084,92.2
1788,17889900,17889999,1139,87.7
1789,17899900,17899999,1030,97.0
1790,17909900,17909999,1193,83.8
1791,17919900,17919999,1341,74.5
1792,17929900,17929999,1114,89.7
1793,17939900,17939999,1250,80.0
1794,17949900,17949999,1166,85.7
1795,17959900,17959999,1029,97.1
1796,17969900,17969999,1178,84.8
1797,17979900,17979999,1010,99.0
1798,17989900,17989999,1223,81.7
1799,17999900,17999999,1093,91.4
1800,18009900,18009999,1015,98.5
1801,18019900,18019999,1317,75.9
1802,18029900,18029999,1001,99.9
1803,18039900,18039999,1193,83.8
1804,18049900,18049999,1030,97.0
1805,18059900,18059999,1191,83.9
1806,18069900,18069999,1296,77.1
1807,18079900,18079999,994,100.6
1808,18089900,18089999,1191,83.9
1809,18099900,18099999,1303,76.7
1810,18109900,18109999,1089,91.8
1811,18119900,18119999,1235,80.9
1812,18129900,18129999,990,101.0
1813,18139900,18139999,1329,75.2
1814,18149900,18149999,1016,98.4
1815,18159900,18159999,1097,91.1
1816,18169900,18169999,1140,87.7
1817,18179900,18179999,1071,93.3
1818,18189900,18189999,1242,80.5
1819,18199900,18199999,1209,82.7
1820,18209900,18209999,1140,87.7
1821,18219900,18219999,1060,94.3
1822,18229900,18229999,1116,89.6
1823,18239900,18239999,1228,81.4
